iso3,gdp_pc_ppp,gdp_pc_ppp_year,gdp_total_ppp,gdp_total_ppp_year,trade_openness,trade_openness_year,hdi,hdi_year,internet_users,internet_users_year,tertiary_enroll,tertiary_enroll_year,population,population_year,surface_area,surface_area_year,tourist_arrivals,tourist_arrivals_year,tourism_receipts,tourism_receipts_year,air_departures,air_departures_year,rule_of_law,rule_of_law_year,electoral_democracy,electoral_democracy_year,homicide_rate,homicide_rate_year,gdp_total_usd,gdp_total_usd_year,price_level,price_level_year,country_name,lat,lon,land_area_km2,landlocked,n_land_borders,un_region,un_subregion,languages,english_official,independent,un_member,region,income_group,n_gdp_pc_ppp,n_gdp_total_ppp,n_trade_openness,n_hdi,n_internet_users,n_tertiary_enroll,n_population,n_surface_area,n_tourist_arrivals,n_tourism_receipts,n_air_departures,n_rule_of_law,n_electoral_democracy,n_homicide_rate,n_price_level,p_economy,p_development,p_scale,p_draw,p_security,p_cost,name
BLR,34715.9778689211,2025.0,315429062473.216,2025.0,112.107625821378,2025.0,0.824,2023.0,94.26182128,2024.0,70.1107509145358,2024.0,9085991.0,2025.0,207629.0,2023.0,3598000.0,2020.0,542000000.0,2020.0,13168.0,2023.0,0.116,2025.0,0.163,2025.0,2.38463165310244,2019.0,93397215864.198,2025.0,0.29609578499802514,2025.0,Belarus,53.0,28.0,207600.0,True,5.0,Europe,Eastern Europe,Belarusian|Russian,False,True,True,Europe & Central Asia,Upper middle income,0.6784262463007371,0.6528319408730142,0.29585527196100553,0.7375044947860481,0.9369827333965458,0.5681327533804952,0.6446586768274193,0.6959358629744768,0.7055750869975476,0.5635029321737678,0.6120401661726231,0.10227342361664318,0.11538648991129741,0.4518025212000359,0.8819767074441885,0.5423711530449189,0.747539993854363,0.6702972699009481,0.6270393951146461,0.2231541449093255,0.8819767074441885,Belarus
BLZ,14965.7521203147,2025.0,6329375749.73197,2025.0,108.972446521476,2024.0,0.721,2023.0,80.00582262,2024.0,24.8098643151325,2024.0,422924.0,2025.0,22966.0,2023.0,487000.0,2020.0,101000000.0,1998.0,93784.0,2023.0,0.453,,0.498,,28.0582917218107,2022.0,3326500000.0,2025.0,0.5255652581758742,2025.0,Belize,17.25,-88.75,22966.0,False,2.0,Americas,Central America,Belizean Creole|English|Spanish,True,True,True,Latin America & Caribbean ,Upper middle income,0.5041333762774082,0.3144492047019964,0.28621727620370024,0.552319309600863,0.7804218955257264,0.18592150838786037,0.34651480305250953,0.5228064058584836,0.48462702010632647,0.389077139191821,0.7787605121142875,0.4464530097840963,0.5235646749195828,0.08451056535463133,0.636550883812127,0.3682666190610349,0.5062209045048166,0.4346606044554966,0.5508215571374784,0.35150941668610347,0.636550883812127,Belize
BOL,12873.0394876629,2025.0,161966561766.575,2025.0,46.9778716148403,2024.0,0.733,2023.0,79.70469666,2024.0,16.6614294830602,,12581843.0,2025.0,1098580.0,2023.0,323299.987792969,2020.0,243000000.0,2020.0,50459.0,2023.0,0.281,2025.0,0.605,2025.0,4.41843313132273,2023.0,64768947525.3256,2025.0,0.39989085906923255,2025.0,Bolivia,-17.0,-65.0,1098581.0,True,5.0,Americas,South America,Aymara|Guaraní|Quechua|Spanish,False,True,True,Latin America & Caribbean ,Lower middle income,0.4729324136546496,0.5951285883740975,0.09563696395655688,0.5738942826321467,0.777114899381392,0.11717178502265083,0.676299595752758,0.8269402307119202,0.4393646759763831,0.4802213547967858,0.7261227002176974,0.2707886512653962,0.6539380056535724,0.3599153796783843,0.7709641566674086,0.3878993219951013,0.4893936556787299,0.7516199132323391,0.5485695769969555,0.42821401219911764,0.7709641566674086,Bolivia
BRA,23433.2897595431,2025.0,4986894750790.25,2025.0,35.2914822615074,2025.0,0.786,2023.0,84.46347227,2024.0,69.7317733764648,2024.0,212812405.0,2025.0,8510420.0,2023.0,6353000.0,2019.0,3099000000.0,2020.0,791523.0,2023.0,0.862,2025.0,0.784,2025.0,19.2752957673079,2023.0,2279920092492.13,2025.0,0.45718231613587623,2025.0,Brazil,-10.0,-55.0,8515767.0,False,10.0,Americas,South America,Portuguese,False,True,True,Latin America & Caribbean ,Upper middle income,0.5970124309668063,0.8918227793250143,0.05971130860116409,0.6691837468536498,0.8293762606868805,0.5649352557701004,0.9511988303051028,0.9879236188577188,0.7683890941499766,0.7445130683390063,0.9598973146777355,0.8641665134710051,0.8720391851057608,0.14044971871692738,0.7096888905375031,0.5161821729643282,0.6878317544368769,0.9695612245814108,0.8242664923889061,0.6255518057645645,0.7096888905375031,Brazil
BRB,25893.8676913012,2025.0,7318202568.51863,2025.0,101.75027507206201,,0.811,2023.0,70.36470032,2024.0,50.801079116886,2025.0,282623.0,2025.0,430.0,2023.0,966000.0,2019.0,1071000000.0,2016.0,118204.5,1991.0,0.927,2025.0,0.797,2025.0,7.43794627677661,2023.0,8016550000.0,2025.0,1.09542608652096,2025.0,Barbados,13.16666666,-59.53333333,430.0,False,0.0,Americas,Caribbean,English,True,True,True,Latin America & Caribbean ,High income,0.6176948034861783,0.327016117904837,0.26401527398004443,0.7141316073354909,0.6745421026538152,0.4052137852939829,0.3073352112899655,0.2100051641018842,0.5602955989665315,0.6342100709671207,0.7984134511856918,0.930551300120514,0.8878789355687688,0.28232081434313694,0.02706430934370107,0.40290873179035325,0.597962498427763,0.25867018769592487,0.664306373706448,0.7002503500108066,0.02706430934370107,Barbados
BRN,92429.9262686398,2025.0,43102847516.8548,2025.0,123.609124931602,2025.0,0.837,2023.0,96.29828801,2024.0,36.4182725443167,2023.0,466330.0,2025.0,5770.0,2023.0,1071000.0,2020.0,190000000.0,2018.0,7522.0,2023.0,0.9295,,0.7845,,0.486378957300791,2013.0,15031980994.1121,2025.0,0.3487468197602036,2025.0,Brunei,4.5,114.66666666,5765.0,False,1.0,Asia,South-Eastern Asia,Malay,False,True,True,East Asia & Pacific,High income,0.8812657961322186,0.4805258660269253,0.33121254790067994,0.7608773822366054,0.9593474196699413,0.2838636127200454,0.35601142888655435,0.41418715652479543,0.5716955227653231,0.45467876698836507,0.5644871393205487,0.933104561145495,0.8726484062774149,0.6886659615972844,0.8256645392388217,0.5643347366866079,0.6680294715421974,0.3850992927056749,0.5302871430247457,0.8314729763400647,0.8256645392388217,Brunei
BTN,19594.0028382994,2025.0,15610189369.222,2025.0,79.3625417953324,2024.0,0.698,2023.0,91.27739716,2024.0,13.011259392916,2024.0,796682.0,2025.0,38390.0,2023.0,29799.9992370605,2020.0,84000000.0,2020.0,3752.0,2023.0,0.871,2025.0,0.566,2025.0,2.46751324015657,2020.0,3579320145.13077,2025.0,0.22929383241102608,2025.0,Bhutan,27.5,90.5,38394.0,True,2.0,Asia,Southern Asia,Dzongkha,False,True,True,South Asia,Lower middle income,0.5599484680030689,0.3925987452544483,0.195192135748828,0.5109672779575691,0.90420748194397,0.08637468237593862,0.4080685239410358,0.5632066830192659,0.17596938127083053,0.3699434853172001,0.5054198505079142,0.8733582531609372,0.606418754264548,0.446712157278911,0.9534237893015098,0.3825797830021151,0.5005164807591592,0.48563760348015084,0.3504442390319816,0.6421630549014654,0.9534237893015098,Bhutan
BWA,20697.9104661898,2025.0,53030571759.4552,2025.0,69.5446677858652,2025.0,0.731,2023.0,57.45950036,2024.0,21.4087908549348,2024.0,2562122.0,2025.0,581730.0,2023.0,1830000.0,2018.0,217000000.0,2020.0,4264.0,2023.0,0.822,2025.0,0.665,2025.0,11.3681767255945,2021.0,19928479839.4476,2025.0,0.3757922869442646,2025.0,Botswana,-22.0,24.0,582000.0,True,4.0,Africa,Southern Africa,English|Tswana,True,True,True,Sub-Saharan Africa ,Upper middle income,0.5713015103733885,0.4984702541892569,0.16501056748829465,0.5702984537935993,0.5328158745013734,0.1572260761542958,0.5216123027280156,0.7769478847891124,0.630882890908883,0.4684731244908974,0.5162830291581493,0.8233143370713074,0.7270445462520714,0.21911650739580318,0.7967384430255028,0.4115941106836467,0.4201134681497562,0.649280093758564,0.5385463481859766,0.5898251302397274,0.7967384430255028,Botswana
CAF,1313.8765680523,2025.0,7243772032.86453,2025.0,52.9067459083503,2025.0,0.414,2023.0,13.78250027,2024.0,2.77519989013672,2012.0,5513282.0,2025.0,622980.0,2023.0,87000.0,2019.0,15600000.3814697,2013.0,2291.0,2001.0,0.118,2025.0,0.293,2025.0,20.120400654,2016.0,3066109226.40165,2025.0,0.42327522352869595,2025.0,Central African Republic,7.0,21.0,622984.0,True,6.0,Africa,Middle Africa,French|Sango,False,True,True,Sub-Saharan Africa ,Low income,0.00021292177097984152,0.32613113081734457,0.113863183199658,0.0003595828838546889,0.05315058462162139,1.1316445094067658e-05,0.5960996832067109,0.7823348798740233,0.29433896912818214,0.19516467933442483,0.46352750246425756,0.10431603243662806,0.2737839945413783,0.13405662969522186,0.7459537409981835,0.1467357452626608,0.01784049465019005,0.6892172815403671,0.3176770503089548,0.17071888555774276,0.7459537409981835,Central African Republic
CAN,66745.8248561648,2025.0,2780073936107.75,2025.0,63.5105049692227,2025.0,0.939,2023.0,94.353302,2024.0,76.2666931152344,2023.0,41651653.0,2025.0,15634410.0,2023.0,32430000.0,2019.0,19994000000.0,2011.0,1078620.0,2023.0,0.963,2025.0,0.84,2025.0,1.97968887560784,2023.0,2319899772425.92,2025.0,0.8344741275744277,2025.0,Canada,60.0,-95.0,9984670.0,False,1.0,Americas,North America,English|French,True,True,True,North America,High income,0.8138303087657877,0.8412362540781422,0.14646067605863766,0.9442646530025168,0.9379873840361682,0.620071479291937,0.7926574187834005,1.0,0.9484908589904436,0.9380625018567207,0.9861790430125243,0.9673182588802418,0.9402719563310263,0.4795299926762497,0.3061617795471358,0.6005090796341892,0.834107838776874,0.8963287093917003,0.9575774679532296,0.795706735962506,0.3061617795471358,Canada
CHE,102513.347221899,2025.0,932096048760.891,2025.0,147.162051317959,2025.0,0.97,2023.0,97.32103855,2025.0,73.5430526733398,2024.0,9092436.0,2025.0,41290.7,2023.0,11818000.0,2019.0,9994000000.0,2020.0,205045.0,2023.0,0.995,2025.0,0.882,2025.0,0.597481940544685,2023.0,1043529899250.92,2025.0,1.1195518966507443,2025.0,Switzerland,47.0,8.0,41284.0,True,5.0,Europe,Western Europe,French|Italian|Romansh|Swiss German,False,True,True,Europe & Central Asia,High income,0.9027132686848847,0.7466317638650988,0.4036176586995837,1.0,0.9705793708852926,0.5970916640531214,0.6447276002375836,0.5689343395278489,0.8369644383849207,0.8660716540238901,0.8451899214316557,1.0,0.9914465347499756,0.6580136969043043,0.0012608909634970126,0.6843208970831891,0.8558903449794713,0.6068309698827162,0.8494086712801555,0.8831534105514267,0.0012608909634970126,Switzerland
CHL,37774.0879069903,2025.0,750190401679.883,2025.0,64.984377042281,2025.0,0.878,2023.0,95.590243,2024.0,110.176902770996,2024.0,19859921.0,2025.0,757244.88,2023.0,5431000.0,2019.0,1034000000.0,2020.0,144494.0,2023.0,0.951,2025.0,0.839,2025.0,6.34829073035101,2023.0,357371159574.862,2025.0,0.4763739429011748,2025.0,Chile,-30.0,-71.0,756102.0,False,3.0,Americas,South America,Spanish,False,True,True,Latin America & Caribbean ,High income,0.6959134821295546,0.7278364425928067,0.15099157251722004,0.8345918734268248,0.9515715968279481,0.9061776556478899,0.7206668265569957,0.7976818785204215,0.7510652067286239,0.6305601104318969,0.8154677516277782,0.9550626059603325,0.939053513987718,0.3059219347043506,0.6891627580612151,0.5249138324131938,0.8974470419675543,0.7591743525387086,0.7323643562627663,0.733346018217467,0.6891627580612151,Chile
CHN,29333.3311051433,2025.0,41259823532528.0,2025.0,37.9563878652312,2025.0,0.797,2023.0,91.6,2025.0,76.8757843123403,2024.0,1406585000.0,2025.0,9562910.0,2023.0,30402000.0,2020.0,27755000000.0,2004.0,4909131.0,2023.0,0.209,2025.0,0.072,2025.0,0.5018560705357,2020.0,19498039388042.6,2025.0,0.4725672026365051,2025.0,China,35.0,105.0,9706961.0,False,16.0,Asia,Eastern Asia,Chinese,False,True,True,East Asia & Pacific,Upper middle income,0.6435286350565628,1.0,0.06790361482847049,0.6889608054656599,0.9077503393848605,0.6252104847780452,1.0,0.9970922982473868,0.9413564740636694,0.9721124282875965,1.0,0.1972547337459403,0.004508236670240758,0.6839988571665925,0.6932342031727216,0.5704774166283444,0.7406405432095219,0.9985461491236933,0.9711563007837553,0.2952539425275912,0.6932342031727216,China
CIV,8208.90898574972,2025.0,268526112106.074,2025.0,54.5579069336573,2025.0,0.582,2023.0,41.43219902,2024.0,12.3354902267456,2024.0,32711547.0,2025.0,322460.0,2023.0,668000.0,2020.0,199300003.051758,2020.0,13609.0,2023.0,0.395,2025.0,0.394,2025.0,3.74921291744897,,99773555666.1988,2025.0,0.37155997561528004,2025.0,Ivory Coast,8.0,-5.0,322463.0,False,5.0,Africa,Western Africa,French,False,True,True,Sub-Saharan Africa ,Lower middle income,0.3797381197318302,0.6388952567248296,0.11893909160369544,0.3024092053218266,0.3568024091214245,0.08067310358315125,0.7691724342942162,0.7305522138376138,0.5195417534532759,0.4596398344451252,0.614837658938166,0.3872173540045346,0.3968466712155181,0.3843851075223065,0.8012650516388335,0.37919082268678506,0.24662823934213415,0.749862324065915,0.5313397489455224,0.38948304424745306,0.8012650516388335,Ivory Coast
CMR,5787.85440270861,2025.0,172937252205.464,2025.0,33.3842706629963,2025.0,0.588,2023.0,46.25880051,2024.0,16.6614294830602,2024.0,29879337.0,2025.0,475440.0,2023.0,1021000.0,2019.0,437000000.0,2020.0,6200.0,2023.0,0.086,2025.0,0.26,2025.0,6.76008919336955,2022.0,58933453923.761,2025.0,0.34077940508585797,2025.0,Cameroon,6.0,12.0,475442.0,False,6.0,Africa,Middle Africa,English|French,True,True,True,Sub-Saharan Africa ,Lower middle income,0.30735218803184294,0.6008023561842922,0.05384826360871084,0.31319669183746845,0.4098086411901182,0.11717178502265083,0.760369830454732,0.7610824221383281,0.566413386145291,0.5411479659842966,0.5480730734678909,0.0716342913168699,0.23357539721220394,0.2965579451470799,0.8341859747116522,0.32066760260828203,0.28005903935007914,0.7607261262965301,0.5518781418658262,0.20058921122538456,0.8341859747116522,Cameroon
COD,1919.82250200565,2025.0,216618320622.345,2025.0,87.3342878785207,2025.0,0.522,2023.0,19.67350006,2024.0,6.37987995147705,2020.0,112832473.0,2025.0,2344860.0,2023.0,351000.0,2016.0,60500000.0,2018.0,9822.0,2023.0,0.108,2025.0,0.306,2025.0,4.408920174698675,,91030531316.9936,2025.0,0.4202346830843423,2025.0,DR Congo,0.0,25.0,2344858.0,False,9.0,Africa,Middle Africa,French|Kikongo|Lingala|Swahili|Tshiluba,False,True,True,Sub-Saharan Africa ,Low income,0.078769972937894,0.6202988387902202,0.21969843908225645,0.19453434016540816,0.11784614787297351,0.03042461202203234,0.8895242146725094,0.8865604095439145,0.4484468511422582,0.33587386935117997,0.5871438568149436,0.09410298833670364,0.28962374500438637,0.3602364997603933,0.7492057079483307,0.30625575027012353,0.11426836668680468,0.8880423121082119,0.4571548591027939,0.2479877443671611,0.7492057079483307,DR Congo
COG,7248.44439070757,2025.0,47002080999.5466,2025.0,91.6690172364453,2025.0,0.649,2023.0,47.25159836,2024.0,10.3812103271484,2023.0,6484437.0,2025.0,342000.0,2023.0,158000.0,2018.0,42900001.5258789,2016.0,1545.0,2023.0,0.182,2025.0,0.243,2025.0,3.74921291744897,,16306633778.765,2025.0,0.3469342938012106,2025.0,Congo,-1.0,15.0,342000.0,False,5.0,Africa,Middle Africa,French|Kikongo|Lingala,False,True,True,Sub-Saharan Africa ,Lower middle income,0.35396334942507784,0.48802315565728244,0.2330240256482465,0.4228694714131607,0.4207116488951111,0.06418451341284394,0.6118700283426904,0.7351783273636397,0.36026168759531535,0.30018492594819607,0.4300710324399624,0.16967951467614437,0.21286187737596257,0.3843851075223065,0.8276031006961689,0.35833684357686896,0.30258854457370526,0.6735241778531651,0.36350588199449124,0.2556421665248045,0.8276031006961689,Congo
COL,22640.4224606513,2025.0,1209578946628.56,2025.0,35.3689564685036,2025.0,0.788,2023.0,79.34543299,2024.0,59.2901382446289,2022.0,53425635.0,2025.0,1140619.1,2023.0,1396000.0,2020.0,1959000000.0,2020.0,373146.999,2023.0,0.749,2025.0,0.679,2025.0,24.9134420347488,2023.0,457410034202.523,2025.0,0.3781564117641553,2025.0,Colombia,4.0,-72.0,1141748.0,False,5.0,Americas,South America,Spanish,False,True,True,Latin America & Caribbean ,Upper middle income,0.589882605630991,0.7691914429236638,0.05994947554694397,0.672779575692197,0.7731694289493862,0.47683741347421904,0.8168555378563961,0.829893119305708,0.6009750672218481,0.6968983957806066,0.8960367025762628,0.7487591151418592,0.7441027390583878,0.10222180732675426,0.7942099268222124,0.47300784136719964,0.6409288060386008,0.823374328581052,0.7313033885262392,0.5316945538423338,0.7942099268222124,Colombia
COM,4238.26133409182,2025.0,3741736304.01896,2025.0,40.8852246183221,2025.0,0.603,2023.0,32.51750183,2024.0,18.8190281456697,2017.0,882847.0,2025.0,1861.0,2023.0,7000.0,2020.0,18500000.0,2020.0,13178.5,1996.0,0.175,2025.0,0.293,2025.0,3.74921291744897,,1814920856.27026,2025.0,0.4850477716243319,2025.0,Comoros,-12.16666666,44.25,1862.0,False,0.0,Africa,Eastern Africa,Arabic|Comorian|French,False,True,True,Sub-Saharan Africa ,Lower middle income,0.24280637771280525,0.2689430137872759,0.07690728367797214,0.34016540812657314,0.2589002912328248,0.13537580999732501,0.41805069390251137,0.3252092479162692,0.015926433699319714,0.21286526653679205,0.6121078553791418,0.16253038380619728,0.2737839945413783,0.3843851075223065,0.6798857874518202,0.19621889172601778,0.24481383645224097,0.3716299709093903,0.28029985187175116,0.2735664952899607,0.6798857874518202,Comoros
CPV,12165.2989335356,2025.0,6415078425.42562,2025.0,95.3284601191981,2025.0,0.668,2023.0,74.73519897,2024.0,24.2905954414767,2018.0,527326.0,2025.0,4030.0,2023.0,180000.0,2020.0,169000000.0,2020.0,815.0,2023.0,0.798,2025.0,0.745,2025.0,6.99464423976475,2020.0,3056630435.32463,2025.0,0.47647592634408553,2025.0,Cape Verde,16.0,-24.0,4033.0,False,0.0,Africa,Western Africa,Portuguese,False,True,True,Sub-Saharan Africa ,Upper middle income,0.4612192827937074,0.3156135504578046,0.24427368367551633,0.45702984537936,0.7225393666039849,0.18154034904232738,0.36795988535479346,0.3859652924430192,0.374664224689499,0.4425192941916906,0.3757553262312888,0.7988030312314889,0.8245199337167365,0.29147615185620024,0.6890536831148766,0.3403688389756761,0.45370318700855744,0.3769625888989063,0.3976462817041595,0.6382663722681419,0.6890536831148766,Cape Verde
CRI,33814.7696296148,2025.0,174245817162.923,2025.0,71.4919046503354,2025.0,0.833,2023.0,87.17019653,2024.0,55.0202903747559,2019.0,5152950.0,2025.0,51100.0,2023.0,1146500.0,2020.0,1479000000.0,2020.0,15698.0,2023.0,0.935,2025.0,0.862,2025.0,17.7454798727379,2023.0,102904921157.478,2025.0,0.5905732650170881,2025.0,Costa Rica,10.0,-84.0,51100.0,False,2.0,Americas,Central America,Spanish,False,True,True,Latin America & Caribbean ,High income,0.6729780413644953,0.6014549471856867,0.17099665595182176,0.7536857245595109,0.8591017838254239,0.440811984552596,0.5895298064925771,0.5856947625298602,0.5792216197789899,0.6677190768330106,0.6269647672196366,0.9387217354004536,0.9670776878838093,0.15277007678580556,0.5670224912083838,0.48180988150066795,0.6845331643125103,0.5876122845112186,0.6246351546105456,0.6861898333566895,0.5670224912083838,Costa Rica
CUB,12300.0,2022.0,137000000000.0,2022.0,124.863238865053,2024.0,0.762,2023.0,70.47699738,2024.0,43.1040700506779,2024.0,10937203.0,2025.0,109880.0,2023.0,1086000.0,2020.0,1152000000.0,2020.0,1694.0,2023.0,0.123,2025.0,0.176,2025.0,4.46315139638841,2019.0,107352000000.0,2020.0,0.35,2022.0,Cuba,21.5,-80.0,109884.0,False,0.0,Americas,Caribbean,Spanish,False,True,True,Latin America & Caribbean ,Upper middle income,0.46350022147390635,0.5806358307387246,0.3350678759739918,0.6260338007910823,0.6757753604720388,0.34027281749504923,0.6626832472382927,0.6458965983522182,0.5732321435561702,0.6417789520125581,0.4378897401740487,0.10942255448659027,0.13122624037430547,0.35841507158197106,0.8243242180699442,0.45973464272887427,0.5473606595860567,0.6542899227952554,0.5509669452475924,0.1996879554809556,0.8243242180699442,Cuba
CYP,64574.62109375,2025.0,63713325733.9056,2025.0,189.496102105437,2025.0,0.913,2023.0,89.60099246,2024.0,120.87727355957,2024.0,1370754.0,2025.0,9250.0,2023.0,4117000.0,2019.0,663000000.0,2020.0,6815.0,2023.0,0.88,2025.0,0.773,2025.0,0.81785876397005,2023.0,41225787247.3309,2025.0,0.6470512529750466,2025.0,Cyprus,35.0,33.0,9251.0,False,0.0,Europe,Southern Europe,Greek|Turkish,False,True,True,Europe & Central Asia,High income,0.806980214849116,0.5143582054756516,0.533758669101131,0.8975188781014024,0.8857970337738956,0.9964584944568496,0.4608156055960397,0.45129815838015647,0.7204620611221735,0.5844227664840987,0.5561047743682874,0.8825499928508691,0.8586363193293693,0.6112364814090779,0.5066172594374431,0.6183656964752995,0.9265914687773825,0.4560568819880981,0.6203298673248533,0.7841409311964388,0.5066172594374431,Cyprus
CZE,60487.2877495391,2025.0,658517722280.127,2025.0,128.039437374276,2025.0,0.915,2023.0,87.68776014,2024.0,66.7282867431641,2023.0,10886878.0,2025.0,78871.43,2023.0,37202000.0,2019.0,3890000000.0,2020.0,14544.636,2023.0,0.945,2025.0,0.849,2025.0,0.767827757917044,2023.0,391026962800.475,2025.0,0.5937986929896717,2025.0,Czechia,49.75,15.5,78865.0,True,4.0,Europe,Central Europe,Czech|Slovak,False,True,True,Europe & Central Asia,High income,0.7934358569681638,0.7165531625372029,0.3448319707283835,0.9011147069399498,0.8647857204170009,0.539594330865383,0.6622349679164621,0.6198242406505542,0.9636575711743663,0.7681135004806402,0.620484238145333,0.9489347795003779,0.9512379374208012,0.6206412555061792,0.5635727804221315,0.6182736634112501,0.7684982527407778,0.6410296042835082,0.7840851032667798,0.8402713241424528,0.5635727804221315,Czech Republic
DEU,75406.6888111618,2025.0,6295798631798.23,2025.0,78.5128112199127,2025.0,0.959,2023.0,93.49999579,2024.0,76.7096862792969,2024.0,83491249.0,2025.0,357680.0,2023.0,12449000.0,2020.0,58372000000.0,2019.0,655842.0,2023.0,0.991,2025.0,0.828,2025.0,0.910722780231795,2023.0,5050922925047.05,2025.0,0.802268817737645,2025.0,Germany,51.0,9.0,357114.0,False,9.0,Europe,Western Europe,German,False,True,True,Europe & Central Asia,High income,0.8391019604553908,0.9119997977435339,0.19257994075219617,0.9802229413879897,0.9286162878131574,0.6238090875700448,0.8602509737895728,0.7387032910574644,0.8427112871318156,1.0,0.9439285603195439,0.9959147823600303,0.9256506482113266,0.5952129508068635,0.3406065123586858,0.6478938996503737,0.8442161055903973,0.7994771324235186,0.9288799491504531,0.8389261271260735,0.3406065123586858,Germany
DJI,8451.96838146073,2025.0,10007772913.2465,2025.0,206.296043192215,2025.0,0.513,2023.0,65.29889679,2024.0,16.6614294830602,2011.0,1184076.0,2025.0,23200.0,2023.0,63000.0,2013.0,57000000.0,2018.0,13178.5,1991.0,0.295,2025.0,0.25,2025.0,3.74921291744897,,4624533092.31886,2025.0,0.46209412747542766,2025.0,Djibouti,11.5,43.0,23200.0,False,3.0,Africa,Eastern Africa,Arabic|French,False,True,True,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.38578225357636814,0.354112600671189,0.5854041239312288,0.17835311039194535,0.618908929274592,0.11717178502265083,0.44658557127411075,0.5236035422930966,0.25867856003538403,0.3296872629499825,0.6121078553791418,0.2850869130052904,0.22139097377912076,0.3843851075223065,0.704435532315861,0.44176632605959537,0.30481127489639603,0.4850945567836037,0.40015789278816943,0.29695433143557254,0.704435532315861,Djibouti
DMA,22713.1288027433,2025.0,1496136507.3655,2025.0,79.8295815452306,,0.761,2023.0,82.04689789,2024.0,47.808470617645796,1993.0,65871.0,2025.0,750.0,2023.0,140000.0,2020.0,111000000.0,2018.0,24228.0,,0.453,,0.498,,27.063396005142,2023.0,723859259.259259,2025.0,0.4838189935849371,2025.0,Dominica,15.41666666,-61.33333333,751.0,False,0.0,Americas,Caribbean,English,True,True,True,Latin America & Caribbean ,Upper middle income,0.5905467310193592,0.18958655442577324,0.19662788365905196,0.6242358863718087,0.8028371932575661,0.3799646410468766,0.16577036057136227,0.25374780754809584,0.34689869153763353,0.39887836428214635,0.6638190887697973,0.4464530097840963,0.5235646749195828,0.08988935440151037,0.6812000095930185,0.32558705636806146,0.6023459068920838,0.20975908405972904,0.46986538152985907,0.35330234636839647,0.6812000095930185,Dominica
DNK,83218.071525634,2025.0,500071455651.622,2025.0,129.222304332118,2025.0,0.962,2023.0,99.76915157,2024.0,78.9604110717773,2024.0,6009169.0,2025.0,42920.0,2023.0,15595000.0,2020.0,9097000000.0,2018.0,118204.5,2004.0,0.997,2025.0,0.913,2025.0,0.840599404536194,2023.0,462526660468.393,2025.0,0.9249211392513776,2025.0,Denmark,56.0,10.0,43094.0,False,1.0,Europe,Northern Europe,Danish,False,True,True,Europe & Central Asia,High income,0.8595192025017797,0.692725331286774,0.34846827526812524,0.9856166846458109,0.9974647988903527,0.6427988334590592,0.6044712416278086,0.5719774891844707,0.8676038241485324,0.8563087847913851,0.7984134511856918,1.0,1.0,0.6071503937144077,0.20942545977239324,0.6335709363522263,0.8752934389984075,0.5882243654061396,0.8407753533752031,0.8690501312381359,0.20942545977239324,Denmark
DOM,28721.0964580217,2025.0,330881018370.385,2025.0,51.4949057079303,2025.0,0.776,2023.0,91.0022446,2024.0,57.6509476207267,2024.0,11520487.0,2025.0,146839.46,2023.0,2748000.0,2020.0,7561000000.0,2018.0,18437.0,2023.0,0.564,2025.0,0.735,2025.0,10.9166976980638,2023.0,127407463759.043,2025.0,0.38505522131953884,2025.0,Dominican Republic,19.0,-70.66666666,48671.0,False,1.0,Americas,Caribbean,Spanish,False,True,True,Latin America & Caribbean ,Upper middle income,0.639159581473412,0.6569722004795079,0.10952298171195793,0.6512046026609134,0.9011857283395192,0.46300728483496706,0.667733496128371,0.6686963426043498,0.6757998630599938,0.8371089468080801,0.6406225384471017,0.5598177992932573,0.8123355102836534,0.2251541737352477,0.7868314028130582,0.4685515878882926,0.6717992052784666,0.6682149193663605,0.7178437827717251,0.5324358277707195,0.7868314028130582,Dominican Republic
DZA,18586.2607480579,2025.0,881645077497.479,2025.0,38.9789440161631,2025.0,0.763,2023.0,77.4178009,2024.0,54.4283410150344,2024.0,47435312.0,2025.0,2381740.0,2023.0,591000.0,2020.0,50000000.0,2020.0,72631.0,2023.0,0.25,2025.0,0.265,2025.0,1.16107238811947,2023.0,287031225987.736,2025.0,0.325563237762825,2025.0,Algeria,28.0,3.0,2381741.0,False,7.0,Africa,Northern Africa,Arabic,False,True,True,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,0.5490114211607393,0.7418144099477896,0.07104710070329626,0.627831715210356,0.7519999758430348,0.4358176076488396,0.8052960460387687,0.8877875272027268,0.5060108760799233,0.31608444772785516,0.7570541008799424,0.23912821455563046,0.2396676089287455,0.5590295250195859,0.8504602108706565,0.45395764393727506,0.6052164329007435,0.8465417866207477,0.5263831415625736,0.345941782834654,0.8504602108706565,Algeria
