iso3,gdp_pc_ppp,gdp_pc_ppp_year,gdp_total_ppp,gdp_total_ppp_year,trade_openness,trade_openness_year,hdi,hdi_year,internet_users,internet_users_year,tertiary_enroll,tertiary_enroll_year,population,population_year,surface_area,surface_area_year,tourist_arrivals,tourist_arrivals_year,tourism_receipts,tourism_receipts_year,air_departures,air_departures_year,rule_of_law,rule_of_law_year,electoral_democracy,electoral_democracy_year,homicide_rate,homicide_rate_year,gdp_total_usd,gdp_total_usd_year,price_level,price_level_year,country_name,lat,lon,land_area_km2,landlocked,n_land_borders,un_region,un_subregion,languages,english_official,independent,un_member,region,income_group,n_gdp_pc_ppp,n_gdp_total_ppp,n_trade_openness,n_hdi,n_internet_users,n_tertiary_enroll,n_population,n_surface_area,n_tourist_arrivals,n_tourism_receipts,n_air_departures,n_rule_of_law,n_electoral_democracy,n_homicide_rate,n_price_level,p_economy,p_development,p_scale,p_draw,p_security,p_cost,name
ECU,16756.6539631307,2025.0,306477458293.649,2025.0,59.3567812036511,2025.0,0.777,2023.0,77.17273115,2024.0,67.8851161961618,2023.0,18289896.0,2025.0,256370.0,2023.0,2108000.0,2019.0,705000000.0,2020.0,40797.0,2023.0,0.372,2025.0,0.607,2025.0,45.7228145164847,2023.0,130320560400.0,2025.0,0.42522070342652857,2025.0,Ecuador,-2.0,-77.5,276841.0,False,2.0,Americas,South America,Spanish,False,True,True,Latin America & Caribbean ,Upper middle income,0.5275463410783506,0.6503395966008659,0.13369152692868239,0.653002517080187,0.7493085947401137,0.5493546966918704,0.7126618587393152,0.7125171343291156,0.6465075546151152,0.5907994302300383,0.7080721930954351,0.36372735257470845,0.656374890340189,0.011757589490352697,0.7438729805394051,0.437192488202633,0.6505552695040571,0.7125894965342154,0.6484597259801963,0.3439532774684168,0.7438729805394051,Ecuador
EGY,20204.0130500153,2025.0,2391468107658.04,2025.0,51.334347878828,2025.0,0.754,2023.0,74.64839935,2024.0,38.0398346509947,2025.0,118365995.0,2025.0,1001450.0,2023.0,13026000.0,2019.0,4874000000.0,2020.0,135253.0,2023.0,0.321,2025.0,0.187,2025.0,1.31152527182627,2017.0,365254630179.737,2025.0,0.15273238602267214,2025.0,Egypt,27.0,30.0,1002450.0,False,4.0,Africa,Northern Africa,Arabic,False,True,True,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0.5662988289730664,0.8282012567324598,0.10902940366500588,0.6116504854368932,0.7215861242841608,0.2975450065767926,0.8941779293667637,0.8196612060342964,0.8477168681202689,0.7915245847731648,0.8098551449826648,0.3116408276650939,0.14462910615069693,0.5408757810797604,1.0,0.501176496456844,0.5435938720992822,0.85691956770053,0.8163655326253662,0.33238190496518377,1.0,Egypt
ERI,2214.235644955595,2011.0,60728599276.311554,2011.0,51.552881758394406,2011.0,0.503,2023.0,14.34939957,2020.0,3.20262002944946,2016.0,3607003.0,2025.0,121765.8,2023.0,142000.0,2016.0,48000000.0,2016.0,494.395,2020.0,0.064,2025.0,0.069,2025.0,15.6075665087306,2012.0,2065001626.01626,2011.0,0.3435617652989871,2011.0,Eritrea,15.0,39.0,117600.0,False,3.0,Africa,Eastern Africa,Arabic|English|Tigrinya,True,True,True,Sub-Saharan Africa ,Low income,0.10832321712226006,0.5102046177074194,0.10970120849739755,0.1603739661992089,0.059376330815426155,0.003617532478486215,0.5548590232784911,0.6539730552913612,0.34846582779722024,0.31184647617683675,0.33330650679944174,0.04916559429703617,0.0008529096403158278,0.17189645540420448,0.8312101407695964,0.242743014442359,0.07445594316437375,0.6044160392849262,0.33120627025783295,0.07397165311385216,0.8312101407695964,Eritrea
ESP,59867.6944716701,2025.0,2954778621729.59,2025.0,69.4508260073781,2025.0,0.918,2023.0,95.7574516,2024.0,93.7689666748047,2024.0,49355143.0,2025.0,505975.98,2023.0,36410000.0,2020.0,31592000000.0,1998.0,662492.4,2023.0,0.947,2025.0,0.822,2025.0,0.690855954769765,2023.0,1906453309985.88,2025.0,0.6452102015243129,2025.0,Spain,40.0,-4.0,505992.0,False,5.0,Europe,Southern Europe,Spanish,False,True,True,Europe & Central Asia,High income,0.7913031304203128,0.8465124264327794,0.16472208425451437,0.9065084501977705,0.9534078988043686,0.7677411226382364,0.8091524946634133,0.7659772144873163,0.9612801183233431,0.9855553314808645,0.9447853592142109,0.9509773883203627,0.9183399941514766,0.636379503936956,0.5085863299302974,0.6008458803692022,0.8758858238801251,0.7875648545753648,0.9638736030061396,0.8352322954695984,0.5085863299302974,Spain
EST,52105.5093433416,2025.0,71200875879.9427,2025.0,155.759916645579,2025.0,0.905,2023.0,92.23796204,2024.0,65.6692276000977,2024.0,1366475.0,2025.0,45340.0,2023.0,1695000.0,2020.0,865000000.0,2020.0,22.0,2019.0,0.985,2025.0,0.887,2025.0,1.53599045052794,2023.0,47030833798.5866,2025.0,0.6605372927980397,2025.0,Estonia,59.0,26.0,45227.0,False,2.0,Europe,Northern Europe,Estonian,False,True,True,Europe & Central Asia,High income,0.76253870334745,0.52397722572156,0.43004874337537075,0.8831355627472133,0.9147565038700203,0.5306588696861845,0.46051170494847726,0.5762906499208804,0.6224163560100597,0.6120330704165842,0.06900269978093632,0.9897869559000756,0.9975387464665172,0.5173379128662295,0.49219345663153513,0.572188224148127,0.7761836454344726,0.5184011774346788,0.4344840420691934,0.8348878717442741,0.49219345663153513,Estonia
ETH,3621.67487597821,2025.0,490635723503.939,2025.0,33.4597826561314,2025.0,0.497,2023.0,21.94129944,2024.0,5.9192507771213,2014.0,135472051.0,2025.0,1136239.7,2023.0,518000.0,2020.0,2282000000.0,2020.0,147319.0,2023.0,0.315,2025.0,0.257,2025.0,8.51054794891045,2012.0,126358758448.356,2025.0,0.25754088500924566,2025.0,Ethiopia,8.0,38.0,1104300.0,True,6.0,Africa,Eastern Africa,Amharic,False,True,True,Sub-Saharan Africa ,Low income,0.21024093948395714,0.6910762361800299,0.05408039842456795,0.14958647968356706,0.14275135300966685,0.026538205741128345,0.907298478697681,0.8295906269657486,0.49144494193065386,0.7127425804278996,0.817112049198389,0.30551300120513925,0.22992007018227897,0.26225036251078837,0.9232125544340154,0.3184658580295183,0.10629201281145408,0.8684445528317148,0.6737665238523141,0.26589447796606885,0.9232125544340154,Ethiopia
FIN,65884.4876972259,2025.0,372012543175.174,2025.0,83.3959439712015,2025.0,0.948,2023.0,93.72405196,2024.0,110.304496765137,2024.0,5646436.0,2025.0,338480.0,2023.0,896000.0,2020.0,1757000000.0,2020.0,103928.0,2023.0,0.985,2025.0,0.852,2025.0,0.98193498501344,2023.0,317039368819.607,2025.0,0.8522276322019574,2025.0,Finland,64.0,26.0,338424.0,False,3.0,Europe,Northern Europe,Finnish|Swedish,False,True,True,Europe & Central Asia,High income,0.8111398570017982,0.6671156103613001,0.20759139886585215,0.9604458827759799,0.9310768956275892,0.9072541877649205,0.5984193292758839,0.7343648106082843,0.5519848210678809,0.6856004938790968,0.787482405158148,0.9897869559000756,0.9548932644507261,0.5839961321674086,0.28717377022621804,0.5619489554096502,0.9329256553894965,0.6663920699420841,0.6750225733683752,0.8428921175060701,0.28717377022621804,Finland
FJI,16337.5722970567,2025.0,15245470939.2877,2025.0,118.962880886427,2024.0,0.731,2023.0,74.7052002,2024.0,75.0089752283697,2024.0,933154.0,2025.0,18270.0,2023.0,168000.0,2020.0,236000000.0,2020.0,26145.0,2023.0,0.749,2025.0,0.507,2025.0,2.0559533103824,2023.0,6198013062.06553,2025.0,0.40654782569511844,2025.0,Fiji,-18.0,175.0,18272.0,False,0.0,Oceania,Melanesia,English|Fiji Hindi|Fijian,True,True,True,East Asia & Pacific,Upper middle income,0.5222999777938685,0.390552086823369,0.31692932001760427,0.5702984537935993,0.7222099170383454,0.6094599006789393,0.423437403762479,0.5048187336926893,0.3670418057395923,0.4771868539821869,0.6702858543330964,0.7487591151418592,0.5345306560093576,0.47389824225518595,0.7638442923367709,0.4099271282116139,0.6339894238369613,0.46412806872758416,0.5048381713516252,0.5857293378021343,0.7638442923367709,Fiji
FRA,63975.353585864,2025.0,4396407858114.73,2025.0,67.1923772838849,2025.0,0.92,2023.0,88.65381638,2024.0,71.5346908569336,2024.0,68720337.0,2025.0,606410.0,2023.0,117109000.0,2020.0,35958000000.0,2020.0,497793.0,2023.0,0.967,2025.0,0.865,2025.0,1.33506280409367,2023.0,3366315927447.33,2025.0,0.7656969135003947,2025.0,France,46.0,2.0,551695.0,False,8.0,Europe,Western Europe,French,False,True,True,Europe & Central Asia,High income,0.8050489555154537,0.8809126200849148,0.15777928541178166,0.9101042790363177,0.8753950490211839,0.580146775600223,0.841326292074332,0.7802150819472848,1.0,0.998994055760538,0.9205123914222597,0.9714034765202116,0.9707330149137342,0.5382256441255968,0.3797214743399837,0.6145802870040501,0.7885487012192417,0.8107706870108085,0.9731688157275992,0.8267873785198475,0.3797214743399837,France
FSM,4604.39540764468,2025.0,523441483.12727,2025.0,93.0654112335332,2025.0,0.615,2023.0,39.52360153,2024.0,47.808470617645796,2000.0,113683.0,2025.0,700.0,2023.0,18000.0,2019.0,27000000.0,2008.0,24228.0,,0.453,,0.498,,0.906766290056401,2019.0,501797600.0,2025.0,0.9586508065849885,2025.0,Micronesia,6.91666666,158.25,702.0,False,0.0,Oceania,Micronesia,English,True,True,True,East Asia & Pacific,Upper middle income,0.2599694276376084,0.09866832339723604,0.23731674326726132,0.36174038115785684,0.3358419959424475,0.3799646410468766,0.21881438696550104,0.2483226849686273,0.12027173647526536,0.2521145373964443,0.6638190887697973,0.4464530097840963,0.5235646749195828,0.5958616169943216,0.17335037199907988,0.19865149810070193,0.35918233938239363,0.23356853596706417,0.34540178754716894,0.5219597672326669,0.17335037199907988,Micronesia
GAB,22218.341068445,2025.0,57615046774.8167,2025.0,84.8918905135603,2025.0,0.733,2023.0,68.72090149,2024.0,47.808470617645796,2003.0,2593130.0,2025.0,267670.0,2023.0,526000.0,2005.0,28700000.7629395,2015.0,2305.0,2016.0,0.416,2025.0,0.302,2025.0,3.77663964401616,,21427119323.2764,2025.0,0.3719014480196883,2025.0,Gabon,-1.0,11.75,267668.0,False,3.0,Africa,Middle Africa,French,False,True,True,Sub-Saharan Africa ,Upper middle income,0.5859845284077599,0.5056483025224922,0.21219015544378067,0.5738942826321467,0.6564897354886887,0.3799646410468766,0.522781611509328,0.715908828314542,0.4931381743658488,0.25845356484359006,0.46404487383097204,0.40866474661437585,0.2847499756311531,0.3832991758893981,0.8008998346670991,0.43460766212467755,0.5367828863892373,0.6193452199119349,0.4052122043468036,0.35890463271164236,0.8008998346670991,Gabon
GBR,64606.4955066338,2025.0,4489311553269.46,2025.0,62.4573294634195,2025.0,0.946,2023.0,95.4720993,2024.0,80.4146499633789,2023.0,69487000.0,2025.0,243610.0,2023.0,11101000.0,2020.0,31658000000.0,1998.0,839180.0,2023.0,0.955,2025.0,0.772,2025.0,1.11868407522333,2021.0,4002587541846.01,2025.0,0.8915815920441118,2025.0,United Kingdom,54.0,-2.0,242900.0,False,1.0,Europe,Northern Europe,English,True,True,True,Europe & Central Asia,High income,0.8070824339090746,0.8827229531983841,0.14322306184724423,0.9568500539374325,0.9502741306102318,0.655068493039697,0.8424046873526987,0.7085026692190459,0.8300495715366702,0.9857719908009537,0.9648624209505563,0.9591478236003023,0.857417876986061,0.5645705488881683,0.24508330009227536,0.611009482984901,0.8540642258624538,0.7754536782858723,0.9268946610960601,0.7937120831581771,0.24508330009227536,United Kingdom
GEO,29414.3813424216,2025.0,115768121998.537,2025.0,100.627997400937,2025.0,0.844,2023.0,83.79855689,2024.0,89.4861221313477,2025.0,3935766.0,2025.0,69700.0,2023.0,1513000.0,2020.0,586000000.0,2020.0,2835.0,2023.0,0.543,2025.0,0.401,2025.0,2.02806499553233,2019.0,38143612855.1367,2025.0,0.32948286796618104,2025.0,Georgia,42.0,43.5,69700.0,False,4.0,Asia,Western Asia,Georgian,False,True,True,Europe & Central Asia,Upper middle income,0.6441001825438122,0.5660579994373767,0.2605652296928933,0.773462783171521,0.8220740918603583,0.7316060385825929,0.5633376886189589,0.6101037172643439,0.6098669775354211,0.5716061553862265,0.48162055218963656,0.5383704066834161,0.4053757676186763,0.47593305118044527,0.8462680259247916,0.49024113722469403,0.7757143045381575,0.5867207029416515,0.5543645617037614,0.47322640849417913,0.8462680259247916,Georgia
GHA,8610.2796922986,2025.0,301913189126.834,2025.0,68.9668717609486,2024.0,0.628,2023.0,72.17569733,2024.0,21.330810546875,2024.0,35064272.0,2025.0,238539.0,2023.0,897000.0,2015.0,191000000.0,2020.0,11490.0,2023.0,0.568,2025.0,0.711,2025.0,1.83111773115644,2022.0,114209905278.717,2025.0,0.37828723418484816,2025.0,Ghana,8.0,-2.0,238533.0,False,3.0,Africa,Western Africa,English,True,True,True,Sub-Saharan Africa ,Lower middle income,0.3896261959666609,0.6490406265334724,0.16323433872941373,0.3851132686084142,0.6944306573618548,0.1565681431011966,0.7759234799633739,0.7068485618938394,0.5521080572812935,0.4552237335233937,0.6004641564254899,0.5639030169332271,0.7830928940442538,0.49115304072514343,0.7940700075558131,0.40063372040984907,0.41203735635715527,0.7413860209286066,0.5359319824100591,0.612716317234208,0.7940700075558131,Ghana
GIN,4934.65125959855,2025.0,74511886860.1443,2025.0,103.678013340369,2025.0,0.5,2023.0,33.30469894,2024.0,10.8547201156616,2014.0,15099727.0,2025.0,245860.0,2023.0,99000.0,2017.0,1289999.96185303,2020.0,13178.5,1999.0,0.106,2025.0,0.187,2025.0,3.74921291744897,,28346024753.2924,2025.0,0.3804228553022245,2025.0,Guinea,11.0,-10.0,245857.0,False,6.0,Africa,Western Africa,French,False,True,True,Sub-Saharan Africa ,Lower middle income,0.2743179729801617,0.5279121834215194,0.2699414209317415,0.15498022294138797,0.2675453705464818,0.06817959561474976,0.6940311639817609,0.709225596857684,0.3086144432366882,0.0,0.6121078553791418,0.09206037951671875,0.14462910615069693,0.3843851075223065,0.791785884249826,0.35739052577780756,0.16356839636753984,0.7016283804197225,0.30690743287194333,0.20702486439657405,0.791785884249826,Guinea
GMB,3705.64184038599,2025.0,10457665898.2604,2025.0,62.1713935326955,2025.0,0.524,2023.0,49.49430084,2024.0,13.4765901565552,2024.0,2822093.0,2025.0,11300.0,2023.0,246000.0,2020.0,53000000.0,2020.0,1136.0,2019.0,0.796,2025.0,0.641,2025.0,4.408920174698675,,2593673987.53306,2025.0,0.2480165280442273,2025.0,Gambia,13.46666666,-16.56666666,10689.0,False,1.0,Africa,Western Africa,English,True,True,True,Sub-Saharan Africa ,Low income,0.2149885077074254,0.3579194037350256,0.14234405333654593,0.19813016900395544,0.44534123730472197,0.09030075676111975,0.5310060844804686,0.46703886512932274,0.4091757715699149,0.3221336860818456,0.4039564484665044,0.796760422411504,0.6978019300126718,0.3602364997603933,0.9333991954731645,0.238417321592999,0.2445907210232657,0.4990224748048957,0.3784219687060883,0.6182662840615231,0.9333991954731645,Gambia
GNB,3293.09532269486,2025.0,7407867324.83194,2025.0,40.8792835027354,2025.0,0.514,2023.0,29.77739906,2024.0,6.38221001625061,2006.0,2249515.0,2025.0,36130.0,2023.0,52400.0015258789,2019.0,18920000.0762939,2019.0,2291.0,1998.0,0.169,2025.0,0.252,2025.0,1.11876398954435,2017.0,2527930272.92988,2025.0,0.341249399061994,2025.0,Guinea-Bissau,12.0,-15.0,36125.0,False,2.0,Africa,Western Africa,Portuguese|Upper Guinea Creole,False,True,True,Sub-Saharan Africa ,Low income,0.19054037375067465,0.3280703653542967,0.07688901982721882,0.180151024811219,0.22880820187769343,0.03044427117276578,0.5089644113148812,0.558435741157735,0.23832480789268662,0.21519581230324158,0.46352750246425756,0.15640255734624262,0.2238278584657374,0.5645599061361914,0.8336832993139277,0.1984999196440634,0.1464678326205594,0.5337000762363081,0.30568270755339527,0.31493010731605714,0.8336832993139277,Guinea-Bissau
GNQ,16133.1056143137,2025.0,31272912049.0597,2025.0,74.9321719146879,2025.0,0.674,2023.0,63.29930115,2024.0,47.808470617645796,2000.0,1938431.0,2025.0,28050.0,2023.0,733500.0,,14000000.0,2001.0,3063.0,2023.0,0.046,2025.0,0.172,2025.0,3.77663964401616,,12823210425.9217,2025.0,0.41004209668115194,2025.0,Equatorial Guinea,2.0,10.0,28051.0,False,2.0,Africa,Middle Africa,French|Portuguese|Spanish,False,True,True,Sub-Saharan Africa ,Upper middle income,0.5196912687148272,0.45275071584262305,0.18157253634847476,0.46781733189500185,0.5969491650891737,0.3799646410468766,0.49449744749322144,0.5385309610897946,0.5298761063081127,0.18393038757184585,0.48818955704466344,0.030782114917172212,0.12635247100107222,0.3832991758893981,0.7601070443147813,0.38467150696864166,0.4815770460103508,0.5165142042915081,0.4006653503082073,0.18014458726921415,0.7601070443147813,Equatorial Guinea
GRC,45263.6498511586,2025.0,471373929531.271,2025.0,83.4516228818392,2025.0,0.908,2023.0,86.26968886,2024.0,165.113418579102,2023.0,10413962.0,2025.0,131960.0,2023.0,7406000.0,2020.0,6193000000.0,2020.0,167624.0,2023.0,0.808,2025.0,0.741,2025.0,0.839605274224601,2023.0,280635521324.441,2025.0,0.5953564754917647,2025.0,Greece,39.0,22.0,131990.0,False,4.0,Europe,Southern Europe,Greek,False,True,True,Europe & Central Asia,High income,0.7333807019173385,0.6876090463006209,0.2077625639103886,0.8885293060050342,0.8492123163327061,1.0,0.6579181993301428,0.6602951020448892,0.7853328682735988,0.8163889740800463,0.8280775099760084,0.8090160753314133,0.8196461643435032,0.6073266982428283,0.5619066762195936,0.542917437376116,0.9125805407792468,0.6591066506875161,0.8099331174432178,0.7453296459725817,0.5619066762195936,Greece
GRD,21345.9653408221,2025.0,2503945772.37446,2025.0,79.8295815452306,,0.791,2023.0,70.16159821,2024.0,99.9891967773438,2018.0,117303.0,2025.0,340.0,2023.0,217000.0,2020.0,548000000.0,2018.0,24228.0,,0.453,,0.498,,13.6657527694502,2023.0,1420173228.56948,2025.0,0.5671741154452988,2025.0,Grenada,12.11666666,-61.66666666,344.0,False,0.0,Americas,Caribbean,English,True,True,True,Latin America & Caribbean ,Upper middle income,0.5776875579337213,0.23416901712574398,0.19662788365905196,0.678173318950018,0.6723116144731344,0.8202222564547973,0.2218612896928675,0.1915390017194689,0.39531764582121465,0.5646458709088744,0.6638190887697973,0.4464530097840963,0.5235646749195828,0.19169148251626117,0.5920487200850033,0.33616148623950576,0.7235690632926498,0.20670014570616818,0.5412608684999621,0.3872363890733134,0.5920487200850033,Grenada
GTM,15197.0831415082,2025.0,284001281295.612,2025.0,46.527609355823,2025.0,0.662,2023.0,60.22140121,2024.0,27.2948879201171,2023.0,18687881.0,2025.0,108890.0,2023.0,594000.0,2020.0,298500000.0,2020.0,1666.0,2023.0,0.695,2025.0,0.637,2025.0,23.3657267272051,2023.0,123306008821.471,2025.0,0.4341741285776944,2025.0,Guatemala,15.5,-90.25,108889.0,False,4.0,Americas,Central America,Spanish,False,True,True,Latin America & Caribbean ,Upper middle income,0.5073106815407389,0.6437458791135366,0.09425279248597493,0.4462423588637181,0.5631473526043693,0.2068880730005221,0.7147542494956795,0.645184916776541,0.5065702760288004,0.5015771640000326,0.43647433154814336,0.6936086770022672,0.6929281606394385,0.11177750551303134,0.7342969715320988,0.4151031177134168,0.40542592815620315,0.6799695831361102,0.48154059052565884,0.4994381143849124,0.7342969715320988,Guatemala
GUY,97899.0116180627,2025.0,81842203126.5377,2025.0,101.75027507206201,2005.0,0.776,2023.0,83.00080109,2024.0,26.4315792489043,2024.0,835986.0,2025.0,214970.0,2023.0,86400.0015258789,2020.0,28000000.0,2003.0,624.0,2021.0,0.52,2025.0,0.515,2025.0,19.1201580922439,2023.0,27097477218.2254,2025.0,0.3310941810343192,2025.0,Guyana,5.0,-59.0,214969.0,False,3.0,Americas,South America,English,True,True,True,Latin America & Caribbean ,High income,0.8931732296484433,0.5360355160964122,0.26401527398004443,0.6512046026609134,0.8133130559313394,0.19960419167265578,0.41274935433551857,0.6986680207711801,0.29357439187655343,0.25589007661702956,0.35307779954390833,0.5148804052535899,0.5442781947558242,0.14165370663013427,0.8445446688638267,0.5644080065749666,0.5547072834216362,0.5557086875533493,0.30084742267916376,0.40027076887984947,0.8445446688638267,Guyana
HKG,80422.8129947646,2025.0,603082632366.44,2025.0,396.645420727816,2025.0,0.955,2023.0,95.75536971,2024.0,120.08978583196,2024.0,7498900.0,2025.0,1110.0,2023.0,3569000.0,2020.0,32697000000.0,2019.0,143874.0,2023.0,0.756,2025.0,0.151,2025.0,0.376205815214825,2023.0,427310315921.993,2025.0,0.7085435610129697,2025.0,Hong Kong,22.267,114.188,1104.0,False,1.0,Asia,Eastern Asia,Chinese|English,True,False,False,East Asia & Pacific,High income,0.8524420081434394,0.7089403529131353,1.0,0.9730312837108951,0.9533850352750903,0.9898143272588018,0.6259983045418286,0.28457528778854263,0.7046809963464479,0.9891244600544572,0.8151025789098104,0.7559082460118063,0.10076518179159762,0.7269338701664495,0.44084903267402126,0.8537941203521916,0.9720768820815957,0.45528679616518564,0.8363026784369052,0.5278690993232845,0.44084903267402126,Hong Kong
HND,7871.09129065536,2025.0,86628050081.2592,2025.0,91.507337541504,2025.0,0.645,2023.0,58.62269974,2024.0,23.3177890777588,2024.0,11005850.0,2025.0,112490.0,2023.0,669000.0,2020.0,189000000.0,2020.0,16565.0,2023.0,0.526,2025.0,0.511,2025.0,31.4424316507577,2023.0,39601409103.3005,2025.0,0.4571430277624098,2025.0,Honduras,15.0,-86.5,112492.0,False,3.0,Americas,Central America,Spanish,False,True,True,Latin America & Caribbean ,Lower middle income,0.3710335168592701,0.5409553984738494,0.23252699882303898,0.41567781373606616,0.5455902492671759,0.17333261715616438,0.6632914187110804,0.6477425468752224,0.5197070208795599,0.454130924627175,0.6315300949007011,0.5210082317135446,0.5394044253825909,0.06754464964017567,0.7097309108606581,0.3815053047187195,0.37820022671980214,0.6555169827931514,0.535122680135812,0.3759857689121038,0.7097309108606581,Honduras
HRV,50946.1671131832,2025.0,197477532964.121,2025.0,100.986286636193,2025.0,0.889,2023.0,83.63240029,2024.0,81.1775207519531,2023.0,3876200.0,2025.0,88070.0,2023.0,21608000.0,2020.0,5631853027.34375,2020.0,25311.0,2023.0,0.802,2025.0,0.686,2025.0,0.667347104040825,2023.0,105060182186.274,2025.0,0.5320108095808652,2025.0,Croatia,45.16666666,15.5,56594.0,False,5.0,Europe,Southeast Europe,Croatian,False,True,True,Europe & Central Asia,High income,0.757877869387749,0.6122899772088601,0.26166666275268463,0.8543689320388349,0.8202493430557196,0.6615049629579987,0.5618553527167338,0.6284984842600412,0.9036332267271209,0.8065284270383647,0.6675327599993998,0.8028882488714587,0.752631835461546,0.6415376348592331,0.6296571356354068,0.5439448364497647,0.7787077460175177,0.5951769184883875,0.7925648045882951,0.7323525730640793,0.6296571356354068,Croatia
HTI,3133.72347930529,2025.0,37310409448.3393,2025.0,15.8854793452678,2025.0,0.554,2023.0,47.8614006,2024.0,16.6614294830602,1986.0,11906095.0,2025.0,27750.0,2023.0,938000.0,2019.0,620000000.0,2018.0,1530.0,2023.0,0.171,2025.0,0.238,2025.0,41.1518089717388,2023.0,32077278409.2339,2025.0,0.8597407233937946,2025.0,Haiti,19.0,-72.41666666,27750.0,False,1.0,Americas,Caribbean,French|Haitian Creole,False,True,True,Latin America & Caribbean ,Lower middle income,0.1802651024010501,0.46803222928967575,5.444183797168779e-05,0.25206760158216474,0.4274085595715815,0.11717178502265083,0.6709336911992664,0.5376854358608765,0.5570459160477791,0.5774613390439038,0.4292425131690378,0.1584451661662275,0.20676966565942098,0.027450458871799335,0.2791382499966914,0.21611725784289917,0.2655493153921324,0.6043095635300715,0.5212499227535736,0.13088843023248262,0.2791382499966914,Haiti
HUN,49837.6008411067,2025.0,474167443640.1,2025.0,140.779303903333,2025.0,0.87,2023.0,93.77898628,2024.0,60.5168685913086,2024.0,9514251.0,2025.0,93030.0,2023.0,31641000.0,2020.0,4224000000.0,2020.0,298017.0,2023.0,0.605,2025.0,0.421,2025.0,0.722657964901225,2023.0,246490213513.054,2025.0,0.5198379113099626,2025.0,Hungary,47.0,20.0,93028.0,True,7.0,Europe,Central Europe,Hungarian,False,True,True,Europe & Central Asia,High income,0.7533208875271953,0.6881205795559243,0.38399616767224753,0.8202085580726357,0.9316801899580802,0.48718754496769123,0.6491354572827244,0.632806796609652,0.9457696866654707,0.7766651668626031,0.8769442523628053,0.6016912801029475,0.4297446144848426,0.6296743297199429,0.6426764865004786,0.6084792115851223,0.7463587643328023,0.6409711269461882,0.8664597019636263,0.5537034081025777,0.6426764865004786,Hungary
IDN,17659.7921291587,2025.0,5045777634646.3,2025.0,43.3912070511204,2025.0,0.728,2023.0,72.78075544,2024.0,44.8813034886441,2023.0,285721236.0,2025.0,1916906.77,2023.0,4053000.0,2020.0,3533000000.0,2020.0,736333.454,2023.0,0.338,2025.0,0.462,2025.0,0.303768746039586,2022.0,1445642584163.81,2025.0,0.2865054088466875,2025.0,Indonesia,-5.0,120.0,1904569.0,False,3.0,Asia,South-Eastern Asia,Indonesian,False,True,True,East Asia & Pacific,Upper middle income,0.5384200224906576,0.8928389805280701,0.08461103703458137,0.5649047105357784,0.7010754675166092,0.35526763671292627,0.9798347476177214,0.8707148302509691,0.7187311076620676,0.7581199974903979,0.9537594643053402,0.3290030026349654,0.47970075056048356,0.7587979577354338,0.8922339583686245,0.505290013351103,0.5404159382551046,0.9252747889343452,0.810203523152602,0.5225005703102942,0.8922339583686245,Indonesia
IND,11747.9160436011,2025.0,17197369286822.0,2025.0,46.2682006859907,2025.0,0.685,2023.0,70.0,2025.0,34.4465039692543,2025.0,1463865525.0,2025.0,3287260.0,2023.0,17914000.0,2019.0,13413000000.0,2020.0,1234696.0,2023.0,0.397,2025.0,0.377,2025.0,2.81530423021647,2022.0,3956067115771.63,2025.0,0.23003908619925287,2025.0,India,20.0,77.0,3287590.0,False,6.0,Asia,Southern Asia,English|Hindi|Tamil,True,True,True,South Asia,Lower middle income,0.453987764397448,0.9989927051884551,0.09345533262161243,0.4875943905070119,0.6705369263745018,0.2672274676358148,1.0,0.9131249230610793,0.8829200812207892,0.8966183857651142,0.9976556753328004,0.3892599628245195,0.3761331513792767,0.42706663277516616,0.9526267136719828,0.5154786007358384,0.47511959483910954,0.9565624615305397,0.9257313807729012,0.3974865823263208,0.9526267136719828,India
IRL,155089.413131749,2025.0,850567259429.132,2025.0,239.958912343567,2025.0,0.949,2023.0,97.18769836,2024.0,77.5933380126953,2022.0,5484367.0,2025.0,70280.0,2023.0,10951000.0,2019.0,4160000000.0,2020.0,1108607.0,2023.0,0.983,2025.0,0.887,2025.0,0.654270171245596,2023.0,721701359046.313,2025.0,0.8484941679164693,2025.0,Ireland,53.0,-8.0,70273.0,False,1.0,Europe,Northern Europe,English|Irish,True,True,True,Europe & Central Asia,High income,0.9884700146846952,0.7387077174166334,0.688888664694048,0.9622437971952533,0.9691150152574524,0.6312646067555469,0.5955885613409109,0.6107553453885588,0.8285465383715864,0.7750801607082821,0.9885077744436898,0.9877443470800907,0.9975387464665172,0.6444861044242463,0.29116684405245485,0.8053554655984589,0.8542078064027508,0.6031719533647348,0.8640448245078528,0.8765897326569515,0.29116684405245485,Ireland
