"Data Source","WDI Database Archives",

"Last Updated Date","2025-10-29",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Bosnia and Herzegovina","BIH","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10.1052730083466","","-9.96906298398972","","-8.98268657922745","","-2.78523382544517","-6.89661979675293","0.29442973434925","-8.51061409711838","-7.50272476673126","-10.7340825200081","-9.17411422729492","-11.320543050766","-11.7934129834175","-13.9365131855011","-9.14852792024612","-6.88405007123947","-0.326043721288442","-6.86565771698952","-6.83081257343292","-5.96529224514961","-6.79916009306908","-7.20375928282738","-7.59465536475181","-7.04629758000374","-6.45795300602913","-2.47361323237419","","",
"Belarus","BLR","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.59356646984816","","1.86108452826739","","2.37153811752796","","5.14770132303238","11.7815089821815","2.7500368207693","6.12392821907998","2.52398467063904","5.79714930057526","8.8638664484024","8.31891185045242","-1.61483164876699","-1.49207315593958","1.166458748281","0.101305825635791","3.05629658699035","1.88272934406995","2.32673206925393","-0.961375754326582","5.9935245513916","5.82636123895645","-15.1143425703049","-12.7692518234253","-11.1717910766602","-5.10555952787399","","",
"Belize","BLZ","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.50558614730835","","10.1427096128464","","3.13175217807293","","7.10587355494499","8.26339480280876","6.82655256986618","1.78349965810776","1.39360967278481","3.3136669099331","3.23122374713421","0.483313482254743","1.19727066159248","2.58245061337949","3.06437951326371","2.99521739780903","0.825912281870842","0.650925908237696","0.912520129233598","0.532830685377121","-0.0208788465242833","1.0565626733005","8.81403738260269","5.19608664512634","6.93249094486237","4.09728044271469","","",
"Bermuda","BMU","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.1903072595596","","12.3847038149834","","12.1249953508377","","13.4735186696053","14.4792405962944","15.1940207481384","13.9242504835129","13.1690749526024","13.1126191020012","13.5315288901329","11.7900478839874","15.5012479424477","16.390075981617","16.6643128395081","16.4951519966126","15.5362628102303","16.4145904779434","16.657601416111","16.7465958595276","19.3214039802551","17.9156519174576","17.0700069665909","17.0530095100403","14.4100444316864","7.1428437232971","","",
"Bolivia","BOL","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.29106147587299","","-4.09857027232648","","-4.03003993630409","","-4.87076458334923","-14.1930480599403","-11.5697042942047","-16.5075079202652","-13.6435701847076","-14.485201716423","-11.8416187167168","-8.60387831926346","-7.06192258000374","-7.09115061163902","-7.78715774416923","-5.58608835935593","-5.66290554404259","-4.59244334697723","-4.29806263744831","-4.75564110279084","-4.87453716993332","-12.3870090842247","-7.72803765535355","-4.85881298780441","-3.32618646323681","-2.19228544831276","","",
"Brazil","BRA","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.747822239995","","-5.77159845829011","","3.12972764670849","","5.57260465621949","0.0716368830762804","-4.69187778234482","-4.47745579481125","-5.01348897814751","-6.0851176083088","-5.32822000980377","2.78229176998139","0.229090482927859","-2.2537821829319","0.781347893178463","-4.39540603756905","-1.19493226706982","-5.64047652482986","-6.46610713005066","-8.14188450574875","-7.7559409737587","-12.1416923999786","-7.54195672273636","-7.33205509185791","-5.08551985025405","-2.85997450351715","","",
"Barbados","BRB","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8563200235366","","18.4325190782547","","19.570396900177","","18.6523844003677","15.6221260428429","18.6039962768555","18.9196205139161","15.524601995945","17.75150847435","18.1620911359786","17.8115918636322","18.0308228731155","21.1842118501663","20.1614161729812","21.5377955436707","21.7246381044388","19.0416721105576","16.3699436783791","16.2358275055885","15.3486943244934","17.6078898906708","19.0739107131958","19.0255756378174","16.0767080783844","8.30989980697632","","",
"Brunei","BRN","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.0297476053237","","18.8978573083878","","22.1343959569931","","19.6440460681916","19.4552397727967","23.2803901433944","20.6152172088623","19.0970375537873","18.8208177089692","19.1355239152909","23.5811536312103","21.7182990312576","18.4482938051223","15.4585625529289","18.2583789825439","21.4456195831299","20.9999626874924","19.4507659673691","19.6288800239563","21.0270394086838","18.8807532787323","20.1796288490295","19.9101632833481","17.4989961385728","9.56200456619261","","",
"Bhutan","BTN","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3080766201019","","9.17374539375306","","8.36292362213135","","11.7924848198891","15.6221260428429","19.9248560667038","21.8362852334976","21.4968225955964","9.66495060920715","12.251379609108","13.6594431996346","12.6177681088448","14.0504209399223","13.1972613334656","13.3386228680611","18.1566559076309","16.3749618530273","18.8551261425019","18.7905039787293","18.367516040802","18.1620445251465","17.2593425512314","14.0800790190697","13.1191220283508","6.87960296869278","","",
"Botswana","BWA","Political Stability and Absence of Violence/Terrorism: Estimate","PV.EST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2591683864593","","16.2433521747589","","18.263992547989","","14.8454953432083","18.7839384078979","15.5837085843086","18.0807329416275","17.2908678054809","17.9543648958206","17.5627954006195","16.2156410217285","16.8505666851997","18.0955916643142","18.7687047719956","18.739899277687","17.2014013528824","17.5654311180114","16.6924525499344","17.1976566314698","16.3301690220833","18.6669267416001","17.2622359991074","17.513800740242","15.0604990720749","7.26907992362979","","",
